You entered a buffer length of 20
 2689, 0.046751, -0.021595, 1.048845, 0.043031, 0.055432, -0.026847, -0.020668, 1.044769, 1.057309
 2691, 0.047061, -0.021595, 1.049158, 0.043031, 0.055432, -0.026847, -0.020668, 1.044769, 1.057309
 2693, 0.047371, -0.021595, 1.049785, 0.043031, 0.055432, -0.026847, -0.020668, 1.044769, 1.057309
 2696, 0.047061, -0.021595, 1.050099, 0.043031, 0.055432, -0.026847, -0.014489, 1.044769, 1.057309
 2698, 0.046751, -0.020977, 1.050099, 0.043031, 0.055432, -0.026847, -0.014489, 1.038499, 1.057309
 2700, 0.046751, -0.020668, 1.049785, 0.043031, 0.055432, -0.026847, -0.014489, 1.038499, 1.057309
 2702, 0.047061, -0.020668, 1.049158, 0.043031, 0.055432, -0.026847, -0.014489, 1.038499, 1.057309
 2705, 0.047371, -0.020359, 1.048845, 0.043031, 0.055432, -0.026847, -0.014489, 1.038499, 1.057309
 2707, 0.047371, -0.020359, 1.048531, 0.043031, 0.055432, -0.026847, -0.014489, 1.038499, 1.057309
 2709, 0.047371, -0.020050, 1.048845, 0.043031, 0.055432, -0.026847, -0.014489, 1.038499, 1.063580
 2712, 0.047371, -0.019741, 1.049472, 0.043031, 0.055432, -0.026847, -0.014489, 1.038499, 1.063580
 2714, 0.047371, -0.019741, 1.050099, 0.043031, 0.055432, -0.026847, -0.014489, 1.038499, 1.063580
 2716, 0.047681, -0.019741, 1.050726, 0.043031, 0.055432, -0.026847, -0.014489, 1.038499, 1.063580
 2719, 0.047681, -0.019741, 1.051353, 0.043031, 0.055432, -0.026847, -0.014489, 1.038499, 1.063580
 2721, 0.047371, -0.019741, 1.051980, 0.043031, 0.055432, -0.026847, -0.014489, 1.038499, 1.063580
 2723, 0.047371, -0.019741, 1.051980, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2725, 0.047061, -0.020050, 1.051353, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2728, 0.047371, -0.020359, 1.050726, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2731, 0.047371, -0.020668, 1.050099, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2733, 0.047061, -0.020977, 1.049472, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2736, 0.046751, -0.020977, 1.049158, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2738, 0.046751, -0.021286, 1.049158, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2740, 0.047061, -0.021595, 1.049158, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2743, 0.047371, -0.021904, 1.049158, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2745, 0.047681, -0.022213, 1.049472, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2747, 0.047991, -0.022522, 1.049785, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2750, 0.047991, -0.022522, 1.049785, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2752, 0.047991, -0.022831, 1.049785, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2754, 0.048301, -0.022831, 1.049785, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2756, 0.048301, -0.022831, 1.048845, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2759, 0.048301, -0.022831, 1.047591, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2761, 0.048301, -0.023139, 1.046650, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2763, 0.047991, -0.023139, 1.046023, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2766, 0.047991, -0.023139, 1.045710, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2768, 0.047681, -0.023448, 1.045396, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2770, 0.047681, -0.023448, 1.045396, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2772, 0.047991, -0.023139, 1.046023, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2776, 0.047681, -0.022831, 1.046337, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2778, 0.047371, -0.022831, 1.046337, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2780, 0.047371, -0.022522, 1.046337, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2783, 0.047681, -0.022522, 1.046023, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2785, 0.048301, -0.022213, 1.045710, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2787, 0.047991, -0.021904, 1.045396, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2790, 0.047681, -0.021904, 1.045710, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2792, 0.047371, -0.021904, 1.046023, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2794, 0.047061, -0.022213, 1.046337, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2796, 0.046751, -0.022213, 1.046650, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2799, 0.046441, -0.022213, 1.046650, 0.043031, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2801, 0.046131, -0.022522, 1.046650, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2803, 0.045511, -0.022831, 1.046650, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2806, 0.045201, -0.023139, 1.046650, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2808, 0.044891, -0.023139, 1.046337, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2810, 0.044891, -0.023139, 1.046023, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2813, 0.044581, -0.023139, 1.046023, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2816, 0.044581, -0.022522, 1.046337, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2818, 0.044271, -0.022213, 1.046964, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2821, 0.043961, -0.022213, 1.047277, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2823, 0.043961, -0.022213, 1.047904, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2825, 0.043961, -0.022213, 1.048531, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2827, 0.044271, -0.022522, 1.048531, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2830, 0.043961, -0.022831, 1.048218, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2832, 0.043341, -0.022831, 1.047591, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
 2834, 0.043651, -0.022831, 1.047277, 0.036830, 0.055432, -0.026847, -0.014489, 1.032229, 1.063580
