114,-1.04,-0.038462,0.192308
129,-1,-0.038462,0.153846
144,-1,-0.038462,0.153846
145,-0.96,-0.038462,0.153846
160,-0.96,-0.038462,0.153846
165,-0.96,-0.038462,0.153846
180,-0.96,-0.038462,0.153846
185,-0.96,-0.038462,0.153846
200,-1,-0.038462,0.153846
215,-1,-0.038462,0.153846
217,-1,-0.038462,0.153846
232,-1,-0.038462,0.153846
237,-1,-0.038462,0.153846
252,-1,-0.038462,0.153846
257,-1,-0.038462,0.153846
272,-1,-0.038462,0.153846
287,-0.96,-0.038462,0.153846
288,-0.96,-0.038462,0.153846
303,-0.96,0,0.153846
308,-0.96,-0.038462,0.153846
324,-0.96,-0.038462,0.153846
328,-0.96,-0.038462,0.153846
343,-0.92,-0.038462,0.153846
358,-0.96,-0.038462,0.153846
359,-1,-0.038462,0.153846
374,-1.04,-0.038462,0.153846
379,-1.08,-0.076923,0.153846
394,-1.08,-0.076923,0.153846
399,-1.08,-0.038462,0.153846
414,-1.08,-0.038462,0.153846
429,-1.04,-0.038462,0.153846
430,-1.04,-0.038462,0.115385
445,-1,-0.038462,0.115385
450,-1,-0.038462,0.115385
465,-1,-0.038462,0.115385
470,-1,-0.038462,0.115385
486,-1,-0.038462,0.115385
500,-1,-0.038462,0.115385
502,-0.96,0,0.115385
517,-0.96,-0.038462,0.115385
522,-0.96,-0.038462,0.115385
537,-0.96,-0.038462,0.115385
542,-0.96,-0.038462,0.115385
557,-0.96,-0.038462,0.115385
572,-0.96,-0.038462,0.153846
573,-0.96,0,0.153846
588,-0.96,0,0.153846
593,-0.92,0,0.153846
608,-0.92,0,0.115385
613,-0.92,0,0.115385
628,-0.96,0,0.115385
643,-0.96,0,0.153846
644,-0.96,0,0.115385
659,-0.96,0,0.115385
664,-1,0,0.115385
679,-1.04,0,0.076923
684,-1.08,-0.038462,0.115385
699,-1.12,0,0.115385
715,-1.12,0,0.115385
730,-1.04,0,0.115385
735,-1.04,0,0.115385
750,-1,0,0.076923
757,-1,0,0.076923
772,-1,0,0.076923
777,-1,0,0.076923
