,X Axis,Y Axis,Z Axis
645904,-0.00607961,0.96185219,0.02397346
645906,-0.00607961,0.96185219,0.02397346
645908,-0.00006026,0.96185219,0.02397346
645911,-0.00006026,0.96185219,0.02397346
645913,-0.00006026,0.96185219,0.02397346
645915,-0.00607961,0.96185219,0.03014421
645918,0.00595915,0.96185219,0.01780272
645920,-0.00006026,0.96800506,0.03014421
645922,-0.00006026,0.96185219,0.03014421
645924,-0.00607961,0.96185219,0.03014421
645927,-0.00607961,0.96185219,0.03014421
645929,-0.00607961,0.96185219,0.03014421
645932,-0.00607961,0.96185219,0.03014421
645935,-0.00006026,0.98031092,0.04248571
645937,-0.00607961,0.96185219,0.03014421
645939,-0.00607961,0.96185219,0.02397346
645942,-0.00607961,0.96185219,0.02397346
645944,-0.00607961,0.96185219,0.02397346
645946,-0.00006026,0.96800506,0.02397346
645948,-0.00006026,0.96800506,0.02397346
645951,-0.01209903,0.96800506,0.03014421
645953,-0.00607961,0.96185219,0.01780272
645955,-0.00006026,0.96185219,0.02397346
645958,-0.00006026,0.96800506,0.02397346
645960,-0.00006026,0.96800506,0.01780272
645962,-0.00607961,0.96800506,0.02397346
645964,-0.00607961,0.96800506,0.01780272
645967,-0.02413779,0.94954634,0.01163197
645969,-0.00607961,0.96800506,0.02397346
645971,-0.00607961,0.96185219,0.01780272
645975,-0.00006026,0.96185219,0.01780272
645977,-0.00006026,0.96185219,0.01780272
645979,-0.00006026,0.96185219,0.02397346
645982,-0.00607961,0.96800506,0.02397346
645984,-0.01811838,0.9372406,0.01163197
645986,-0.00607961,0.96185219,0.02397346
645988,-0.00006026,0.96185219,0.02397346
645991,-0.00607961,0.96185219,0.02397346
645993,-0.00607961,0.96800506,0.02397346
645995,-0.00607961,0.96800506,0.02397346
645998,-0.00607961,0.96185219,0.02397346
646000,-0.00607961,0.95569932,0.01163197
646002,-0.00607961,0.96800506,0.02397346
646004,-0.00607961,0.96800506,0.02397346
646007,-0.00607961,0.96185219,0.02397346
646009,-0.00006026,0.96185219,0.02397346
646011,-0.00006026,0.95569932,0.01780272
646014,-0.00607961,0.96185219,0.01780272
646017,-0.00006026,0.96800506,0.01780272
646019,-0.00006026,0.96800506,0.01780272
646022,-0.00006026,0.96185219,0.01780272
646024,-0.00607961,0.96185219,0.01780272
646026,-0.00006026,0.96185219,0.01780272
646028,-0.00006026,0.96185219,0.01163197
646031,-0.00607961,0.96185219,0.01163197
646033,-0.00006026,0.96800506,0.02397346
646035,-0.00006026,0.96800506,0.02397346
646038,-0.00607961,0.96800506,0.02397346
646040,-0.00607961,0.96185219,0.02397346
646042,-0.00607961,0.96185219,0.02397346
646044,-0.00607961,0.96185219,0.02397346
646047,-0.00006026,0.95569932,0.02397346
646049,-0.00607961,0.96185219,0.03014421
646051,-0.00006026,0.96800506,0.03014421
646054,-0.00006026,0.96800506,0.03014421
646056,-0.00607961,0.96800506,0.03014421
646059,-0.00006026,0.96800506,0.03014421
646062,-0.00607961,0.96185219,0.02397346
646064,-0.00607961,0.96800506,0.02397346
646066,-0.00006026,0.96185219,0.02397346
646068,-0.00607961,0.96185219,0.03014421
646071,0.00595915,0.96185219,0.03631496
646073,-0.00006026,0.96185219,0.02397346
646075,-0.00006026,0.96800506,0.02397346
646078,-0.00006026,0.96800506,0.02397346
646080,-0.00006026,0.96185219,0.01780272
646082,-0.00006026,0.96800506,0.01780272
646084,-0.00006026,0.95569932,0.01163197
646087,-0.00607961,0.97415793,0.01780272
646089,-0.00607961,0.96185219,0.02397346
646091,-0.00607961,0.96185219,0.02397346
646094,-0.00607961,0.95569932,0.03014421
646096,-0.00607961,0.96185219,0.03014421
646098,-0.00006026,0.96185219,0.03631496
646100,0.01197851,0.97415793,0.03631496
646104,-0.00006026,0.96185219,0.03631496
646106,-0.00607961,0.96800506,0.03631496
646108,-0.00006026,0.96185219,0.03631496
646111,-0.00607961,0.95569932,0.03631496
646113,-0.00607961,0.95569932,0.04248571
646115,-0.01209903,0.95569932,0.03631496
646118,-0.01209903,0.97415793,0.04248571
646120,-0.00607961,0.96800506,0.03631496
646122,-0.01209903,0.96185219,0.03631496
646124,-0.00607961,0.96185219,0.03631496
646127,-0.00607961,0.95569932,0.03014421
646129,-0.00607961,0.95569932,0.02397346
646131,-0.00607961,0.95569932,0.03014421
646134,-0.01811838,0.94954634,0.02397346
646136,-0.00006026,0.96185219,0.02397346
646138,-0.00607961,0.96185219,0.02397346
646140,-0.00006026,0.96800506,0.02397346
646144,-0.00607961,0.96185219,0.02397346
646146,-0.00607961,0.96185219,0.02397346
646148,-0.00607961,0.96185219,0.02397346
646151,-0.01811838,0.94339347,0.01163197
646153,-0.00607961,0.96800506,0.03014421
646155,-0.00006026,0.96185219,0.03014421
646158,-0.00607961,0.96800506,0.03014421
646160,-0.00607961,0.96800506,0.03014421
646162,-0.00607961,0.96800506,0.02397346
646164,-0.00607961,0.96185219,0.02397346
646167,-0.00607961,0.94339347,0.01163197
646169,-0.00607961,0.96800506,0.02397346
