,X Axis,Y Axis,Z Axis
62741,-0.03015715,-0.010306,0.9742682
62743,-0.03015715,-0.010306,0.9742682
62746,-0.02413779,-0.010306,0.9742682
62748,-0.03015715,-0.01645893,0.98043895
62750,-0.02413779,-0.01645893,0.9742682
62753,-0.03015715,-0.01645893,0.9742682
62755,-0.03015715,-0.0226118,0.9742682
62757,-0.03015715,-0.01645893,0.9742682
62760,-0.02413779,-0.010306,0.98043895
62763,-0.03015715,-0.01645893,0.98043895
62765,-0.03015715,-0.010306,0.98043895
62767,-0.02413779,0.00199974,0.98043895
62770,-0.03015715,-0.010306,0.9742682
62772,-0.03015715,-0.010306,0.9742682
62774,-0.02413779,-0.010306,0.9742682
62777,-0.03015715,-0.010306,0.9742682
62779,-0.02413779,-0.01645893,0.9742682
62781,-0.02413779,-0.01645893,0.96809745
62783,-0.03617656,-0.00415313,0.9866097
62786,-0.03015715,-0.00415313,0.98043895
62788,-0.03015715,-0.010306,0.98043895
62790,-0.03015715,-0.010306,0.9742682
62793,-0.03015715,-0.010306,0.98043895
62795,-0.03617656,-0.01645893,0.9742682
62797,-0.03015715,-0.01645893,0.96809745
62800,-0.04219592,-0.0226118,0.96809745
62802,-0.03015715,-0.01645893,0.9742682
62804,-0.03015715,-0.01645893,0.9742682
62807,-0.02413779,-0.01645893,0.9742682
62810,-0.03015715,-0.01645893,0.9742682
62812,-0.03015715,-0.01645893,0.9742682
62814,-0.03015715,-0.010306,0.98043895
62817,-0.04821533,-0.02876472,0.9619267
62819,-0.03015715,-0.01645893,0.98043895
62821,-0.02413779,-0.01645893,0.9742682
62824,-0.02413779,-0.010306,0.9742682
62826,-0.03015715,-0.01645893,0.98043895
62828,-0.03015715,-0.01645893,0.9742682
62830,-0.03015715,-0.01645893,0.9742682
62833,-0.03015715,-0.02876472,0.9495852
62835,-0.02413779,-0.01645893,0.96809745
62837,-0.02413779,-0.010306,0.9742682
62840,-0.03015715,-0.01645893,0.98043895
62842,-0.02413779,-0.010306,0.9742682
62844,-0.03015715,-0.010306,0.9742682
62848,-0.02413779,-0.010306,0.9742682
62850,-0.01811838,-0.00415313,0.96809745
62852,-0.03015715,-0.01645893,0.9742682
62854,-0.03015715,-0.01645893,0.98043895
62857,-0.03015715,-0.010306,0.98043895
62859,-0.02413779,-0.01645893,0.98043895
62861,-0.03015715,-0.01645893,0.9742682
62864,-0.03015715,-0.01645893,0.9742682
62866,-0.01811838,-0.00415313,0.9866097
62868,-0.02413779,-0.01645893,0.9742682
62870,-0.02413779,-0.010306,0.9742682
62873,-0.02413779,-0.010306,0.9742682
62875,-0.02413779,-0.010306,0.9742682
62877,-0.02413779,-0.010306,0.96809745
62880,-0.02413779,-0.010306,0.9742682
62882,-0.02413779,-0.010306,0.9866097
62884,-0.02413779,-0.010306,0.96809745
62887,-0.03015715,-0.010306,0.9742682
62889,-0.03015715,-0.00415313,0.9742682
62892,-0.02413779,-0.010306,0.9742682
62894,-0.02413779,-0.00415313,0.9742682
62897,-0.03015715,-0.010306,0.96809745
62899,-0.03015715,-0.010306,0.98043895
62901,-0.03015715,-0.010306,0.9742682
62904,-0.03015715,-0.010306,0.96809745
62906,-0.03015715,-0.010306,0.98043895
62908,-0.02413779,-0.010306,0.98043895
62910,-0.03015715,-0.010306,0.9742682
62913,-0.03015715,-0.01645893,0.9742682
62915,-0.03015715,-0.01645893,0.9742682
62917,-0.03617656,-0.01645893,0.96809745
62920,-0.03015715,-0.01645893,0.98043895
62922,-0.03015715,-0.010306,0.98043895
62924,-0.03015715,-0.010306,0.98043895
62927,-0.02413779,-0.010306,0.9742682
62929,-0.03015715,-0.01645893,0.9742682
62931,-0.03015715,-0.01645893,0.98043895
62934,-0.02413779,-0.010306,0.96809745
62937,-0.03015715,-0.010306,0.98043895
62939,-0.02413779,-0.010306,0.9742682
62941,-0.02413779,-0.010306,0.98043895
62944,-0.03015715,-0.010306,0.98043895
62946,-0.03015715,-0.010306,0.9742682
62948,-0.02413779,-0.01645893,0.9742682
62950,-0.01811838,-0.00415313,0.98043895
62953,-0.02413779,-0.01645893,0.9742682
62955,-0.03015715,-0.010306,0.9742682
62957,-0.02413779,-0.01645893,0.9742682
62960,-0.02413779,-0.01645893,0.9742682
62962,-0.03015715,-0.01645893,0.9742682
62964,-0.03015715,-0.01645893,0.9742682
62967,-0.03617656,-0.010306,0.9866097
62969,-0.03015715,-0.010306,0.98043895
62971,-0.03015715,-0.010306,0.9742682
62973,-0.02413779,-0.010306,0.98043895
62977,-0.02413779,-0.010306,0.98043895
62979,-0.02413779,-0.010306,0.9742682
62981,-0.03015715,-0.010306,0.9742682
62984,-0.04219592,-0.02876472,0.9619267
62986,-0.03015715,-0.01645893,0.9742682
62988,-0.03015715,-0.01645893,0.9742682
62990,-0.02413779,-0.010306,0.9742682
62993,-0.02413779,-0.010306,0.98043895
62995,-0.02413779,-0.010306,0.9742682
62997,-0.03015715,-0.01645893,0.9742682
63000,-0.04219592,-0.02876472,0.95575595
63002,-0.02413779,-0.010306,0.98043895
63004,-0.03015715,-0.010306,0.98043895
63007,-0.02413779,-0.010306,0.9866097
63009,-0.02413779,-0.01645893,0.98043895
63011,-0.03015715,-0.01645893,0.9742682
63013,-0.03015715,-0.0226118,0.96809745
63016,-0.02413779,-0.0226118,0.95575595
63019,-0.03015715,-0.01645893,0.9742682
63021,-0.03015715,-0.010306,0.9742682
63024,-0.03015715,-0.010306,0.98043895
63026,-0.03015715,-0.01645893,0.98043895
63028,-0.03015715,-0.0226118,0.9742682
63031,-0.03015715,-0.0226118,0.9742682
63033,-0.01811838,-0.010306,0.9742682
63035,-0.02413779,-0.010306,0.98043895
63037,-0.02413779,-0.01645893,0.9742682
63040,-0.02413779,-0.010306,0.9742682
63042,-0.01811838,-0.010306,0.96809745
63044,-0.02413779,-0.01645893,0.96809745
63047,-0.03015715,-0.010306,0.9742682
63049,-0.02413779,0.00199974,0.9866097
63051,-0.02413779,-0.010306,0.98043895
63053,-0.02413779,-0.010306,0.9742682
63056,-0.03015715,-0.010306,0.9742682
63058,-0.03015715,-0.010306,0.98043895
63060,-0.02413779,-0.010306,0.9742682
63064,-0.03015715,-0.010306,0.9742682
63066,-0.03015715,-0.00415313,0.98043895
63068,-0.02413779,-0.010306,0.96809745
63071,-0.02413779,-0.010306,0.9742682
63073,-0.03015715,-0.01645893,0.98043895
63075,-0.03015715,-0.010306,0.9742682
63077,-0.02413779,-0.010306,0.9742682
63080,-0.02413779,-0.010306,0.96809745
63082,-0.01811838,-0.010306,0.98043895
63084,-0.02413779,-0.010306,0.98043895
63087,-0.03015715,-0.010306,0.98043895
63089,-0.03015715,-0.010306,0.9742682
63091,-0.03015715,-0.010306,0.98043895
63093,-0.03015715,-0.01645893,0.98043895
63096,-0.03015715,-0.010306,0.9742682
63098,-0.03015715,-0.01645893,0.9742682
63100,-0.03617656,-0.01645893,0.9742682
63104,-0.02413779,-0.01645893,0.98043895
63106,-0.02413779,-0.010306,0.98043895
63108,-0.02413779,-0.01645893,0.98043895
63111,-0.03015715,-0.010306,0.98043895
63113,-0.02413779,-0.01645893,0.9742682
63115,-0.02413779,-0.010306,0.96809745
63117,-0.01209903,-0.010306,0.96809745
63120,-0.03015715,-0.010306,0.9742682
63122,-0.03015715,-0.01645893,0.98043895
63124,-0.03015715,-0.010306,0.98043895
63127,-0.02413779,-0.010306,0.98043895
63129,-0.02413779,-0.010306,0.9742682
63131,-0.03015715,-0.010306,0.9742682
63133,-0.02413779,0.00199974,0.9866097
63136,-0.02413779,-0.010306,0.98043895
63138,-0.03015715,-0.010306,0.9742682
63140,-0.03015715,-0.010306,0.9742682
63143,-0.03015715,-0.010306,0.9742682
63145,-0.03015715,-0.010306,0.9742682
63148,-0.03015715,-0.010306,0.9742682
63151,-0.03617656,-0.01645893,0.98043895
63153,-0.03015715,-0.01645893,0.9742682
63155,-0.03015715,-0.010306,0.98043895
63157,-0.03015715,-0.010306,0.9742682
63160,-0.03015715,-0.010306,0.9742682
63162,-0.03617656,-0.010306,0.9742682
63164,-0.03015715,-0.01645893,0.9742682
63167,-0.04219592,-0.0226118,0.9619267
63169,-0.03015715,-0.010306,0.9742682
63171,-0.02413779,-0.010306,0.9742682
63173,-0.02413779,-0.00415313,0.98043895
63176,-0.03015715,-0.010306,0.98043895
63178,-0.03015715,-0.01645893,0.98043895
63180,-0.03015715,-0.010306,0.9742682
63183,-0.04219592,-0.02876472,0.95575595
63185,-0.03015715,-0.010306,0.9742682
63187,-0.03015715,-0.010306,0.98043895
63191,-0.03015715,-0.00415313,0.98043895
63193,-0.02413779,-0.010306,0.9866097
63195,-0.02413779,-0.010306,0.98043895
63197,-0.02413779,-0.010306,0.9866097
63200,-0.01811838,-0.010306,0.9619267
63202,-0.02413779,-0.010306,0.98043895
63204,-0.02413779,-0.01645893,0.9742682
63207,-0.03015715,-0.01645893,0.9742682
63209,-0.01811838,-0.01645893,0.98043895
63211,-0.02413779,-0.01645893,0.9742682
63213,-0.02413779,-0.01645893,0.9742682
63216,-0.01811838,-0.00415313,0.98043895
63218,-0.02413779,-0.00415313,0.9742682
63220,-0.03015715,-0.00415313,0.98043895
63223,-0.03015715,-0.010306,0.9742682
63225,-0.02413779,-0.010306,0.9742682
63227,-0.03015715,-0.01645893,0.96809745
63230,-0.02413779,-0.01645893,0.96809745
63233,-0.02413779,-0.010306,0.9866097
63235,-0.02413779,-0.01645893,0.9742682
63237,-0.02413779,-0.01645893,0.9742682
63240,-0.03015715,-0.01645893,0.9742682
63242,-0.02413779,-0.01645893,0.9742682
63244,-0.02413779,-0.01645893,0.98043895
63247,-0.02413779,-0.01645893,0.9742682
63249,-0.03015715,-0.01645893,0.9866097
63251,-0.03015715,-0.01645893,0.9742682
63253,-0.03015715,-0.01645893,0.96809745
63256,-0.02413779,-0.01645893,0.9742682
63258,-0.02413779,-0.010306,0.9742682
63260,-0.02413779,-0.01645893,0.9742682
63263,-0.03015715,-0.010306,0.98043895
63265,-0.03015715,-0.01645893,0.98043895
63267,-0.03015715,-0.010306,0.9742682
63270,-0.02413779,-0.010306,0.98043895
63272,-0.03015715,-0.010306,0.98043895
63275,-0.03015715,-0.010306,0.9742682
63277,-0.03015715,-0.01645893,0.9742682
63280,-0.02413779,-0.01645893,0.9742682
63282,-0.03015715,-0.01645893,0.9742682
63284,-0.02413779,-0.01645893,0.96809745
63287,-0.03015715,-0.01645893,0.9742682
63289,-0.03015715,-0.01645893,0.9742682
63291,-0.03015715,-0.010306,0.98043895
63293,-0.02413779,-0.010306,0.98043895
63296,-0.03015715,-0.010306,0.98043895
63298,-0.02413779,-0.010306,0.98043895
63300,-0.01811838,-0.00415313,0.98043895
